"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 123,,24.3902439,,,12.19512195,24.3902439,36.58536585,,48.7804878,12.19512195,24.3902439,,48.7804878,121.9512195,73.17073171,48.7804878,48.7804878,85.36585366,36.58536585,12.19512195
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 125,6.802721088,13.60544218,,6.802721088,20.40816327,27.21088435,27.21088435,40.81632653,6.802721088,34.01360544,20.40816327,13.60544218,13.60544218,27.21088435,40.81632653,40.81632653,6.802721088,54.42176871,27.21088435,6.802721088
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 127.01,,,,,,,52.63157895,,,,52.63157895,,,,52.63157895,52.63157895,,105.2631579,52.63157895,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 127.02,,,,,,,,,,100,,,,,,,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 129.01,15.38461538,,,,15.38461538,,15.38461538,15.38461538,46.15384615,15.38461538,30.76923077,46.15384615,46.15384615,46.15384615,15.38461538,92.30769231,107.6923077,76.92307692,30.76923077,15.38461538
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 130,,,14.08450704,,,,,,14.08450704,,,,,,28.16901408,14.08450704,56.33802817,28.16901408,14.08450704,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 131,14.92537313,7.462686567,37.31343284,7.462686567,7.462686567,14.92537313,7.462686567,44.7761194,22.3880597,22.3880597,14.92537313,29.85074627,29.85074627,37.31343284,74.62686567,37.31343284,74.62686567,44.7761194,44.7761194,37.31343284
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 132,18.51851852,18.51851852,,,6.172839506,12.34567901,12.34567901,,49.38271605,30.86419753,37.03703704,12.34567901,6.172839506,30.86419753,49.38271605,86.41975309,92.59259259,98.7654321,55.55555556,18.51851852
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 133,,47.61904762,,,,,,95.23809524,47.61904762,,47.61904762,,,47.61904762,,190.4761905,47.61904762,,95.23809524,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 135,,15.15151515,,15.15151515,15.15151515,30.3030303,75.75757576,,,30.3030303,30.3030303,45.45454545,45.45454545,30.3030303,30.3030303,75.75757576,151.5151515,90.90909091,106.0606061,30.3030303
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 137,12.82051282,12.82051282,12.82051282,12.82051282,25.64102564,25.64102564,12.82051282,,51.28205128,12.82051282,76.92307692,12.82051282,25.64102564,25.64102564,38.46153846,102.5641026,64.1025641,38.46153846,89.74358974,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 138,,11.23595506,,89.88764045,,,11.23595506,,11.23595506,,,,11.23595506,,22.47191011,,33.70786517,,,11.23595506
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 139,,,,100,,,100,,,,100,,,,,100,100,100,100,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 141,,,,,,23.80952381,,,,,23.80952381,,,,23.80952381,,,23.80952381,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 143,,,,,,47.61904762,,,,47.61904762,,47.61904762,,,47.61904762,,,47.61904762,,47.61904762
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 144,8.474576271,16.94915254,,25.42372881,25.42372881,8.474576271,16.94915254,,8.474576271,16.94915254,16.94915254,,42.37288136,33.89830508,50.84745763,25.42372881,33.89830508,67.79661017,59.3220339,16.94915254
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 145,,100,,,100,100,,100,100,,100,,,200,,,200,,200,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 149,11.49425287,,,11.49425287,11.49425287,,11.49425287,,22.98850575,34.48275862,22.98850575,22.98850575,34.48275862,45.97701149,68.96551724,22.98850575,34.48275862,45.97701149,22.98850575,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 151,,22.05882353,14.70588235,22.05882353,22.05882353,14.70588235,29.41176471,44.11764706,58.82352941,117.6470588,66.17647059,36.76470588,36.76470588,58.82352941,95.58823529,73.52941176,66.17647059,117.6470588,44.11764706,29.41176471
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 153,20.2020202,10.1010101,,,20.2020202,30.3030303,10.1010101,50.50505051,70.70707071,60.60606061,20.2020202,30.3030303,30.3030303,40.4040404,50.50505051,40.4040404,80.80808081,60.60606061,80.80808081,10.1010101
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 154,,,9.803921569,,9.803921569,,9.803921569,,19.60784314,,19.60784314,9.803921569,,19.60784314,9.803921569,39.21568627,39.21568627,39.21568627,39.21568627,19.60784314
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 155,,,,,,,,,,,,,,,100,,,100,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 156,6.41025641,19.23076923,,12.82051282,19.23076923,,6.41025641,12.82051282,6.41025641,12.82051282,6.41025641,12.82051282,,6.41025641,32.05128205,19.23076923,25.64102564,19.23076923,,6.41025641
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 157,,31.25,20.83333333,10.41666667,,52.08333333,31.25,20.83333333,31.25,104.1666667,83.33333333,41.66666667,62.5,72.91666667,156.25,93.75,62.5,156.25,104.1666667,31.25
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 158,,12.98701299,,,,38.96103896,12.98701299,12.98701299,12.98701299,,12.98701299,,,12.98701299,25.97402597,38.96103896,38.96103896,25.97402597,12.98701299,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 160,10,10,10,,20,30,20,10,10,30,20,,20,50,40,10,70,30,30,50
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 161,,,,,,,,,,,,142.8571429,142.8571429,142.8571429,,142.8571429,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 162,,,,,28.16901408,28.16901408,,,,,,14.08450704,42.25352113,14.08450704,28.16901408,84.50704225,28.16901408,28.16901408,28.16901408,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 164,,,,,,14.08450704,,,,,14.08450704,14.08450704,14.08450704,,14.08450704,,56.33802817,14.08450704,14.08450704,28.16901408
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 165,,,,,,,,,,,,,,,,,30.3030303,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 166,,,,9.009009009,27.02702703,,,9.009009009,27.02702703,9.009009009,,9.009009009,9.009009009,9.009009009,45.04504505,18.01801802,27.02702703,27.02702703,36.03603604,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 167,,,,,,50,25,,,,,25,25,25,50,,,25,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 169,,,,,19.23076923,,,,19.23076923,19.23076923,19.23076923,19.23076923,,,57.69230769,,57.69230769,57.69230769,,19.23076923
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 173,16.12903226,,,16.12903226,,16.12903226,32.25806452,32.25806452,112.9032258,48.38709677,48.38709677,32.25806452,16.12903226,32.25806452,64.51612903,96.77419355,32.25806452,96.77419355,129.0322581,48.38709677
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 175,15.625,,,15.625,,,,15.625,,15.625,15.625,31.25,31.25,31.25,62.5,93.75,62.5,78.125,15.625,46.875
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 177,,20,46.66666667,40,40,53.33333333,46.66666667,46.66666667,106.6666667,60,46.66666667,13.33333333,46.66666667,113.3333333,86.66666667,146.6666667,113.3333333,93.33333333,100,46.66666667
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Bronx 179,,,,,,,,,,,,,31.25,62.5,31.25,,31.25,31.25,31.25,31.25
